E,v,L,w1,w2,t1,t2,P,x,yout
2.40E+11,0.29,1.2,0.15,0.1,0.006,0.01,3000,0.6,0.00014322
2.10E+11,0.303,1.2,0.175,0.1,0.006,0.01,3000,0.6,0.00011934
2.35E+11,0.3,3.6,0.175,0.1,0.006,0.01,3000,1.8,0.0023255
2.00E+11,0.29,3,0.2,0.1,0.006,0.01,3000,1.5,0.0012115
2.13E+11,0.287,3,0.1,0.125,0.006,0.01,3000,1.5,0.0047963
2.40E+11,0.303,2.4,0.125,0.125,0.006,0.01,3000,1.2,0.0012781
2.10E+11,0.313,1.8,0.15,0.125,0.006,0.01,3000,0.9,0.00042603
2.35E+11,0.29,1.2,0.175,0.125,0.006,0.01,3000,0.6,9.47E-05
2.00E+11,0.303,1.2,0.2,0.125,0.006,0.01,3000,0.6,8.53E-05
2.13E+11,0.3,3.6,0.2,0.125,0.006,0.01,3000,1.8,0.0015943
2.40E+11,0.313,3,0.1,0.15,0.006,0.01,3000,1.5,0.0039241
2.10E+11,0.287,3,0.125,0.15,0.006,0.01,3000,1.5,0.0025299
2.35E+11,0.303,2.4,0.15,0.15,0.006,0.01,3000,1.2,0.0007652
2.00E+11,0.313,1.8,0.175,0.15,0.006,0.01,3000,0.9,0.00028758
2.13E+11,0.29,1.2,0.2,0.15,0.006,0.01,3000,0.6,7.40E-05
2.40E+11,0.287,1.2,0.1,0.175,0.006,0.01,3000,0.6,0.00028057
2.10E+11,0.3,3.6,0.1,0.175,0.006,0.01,3000,1.8,0.0072101
2.35E+11,0.313,3,0.125,0.175,0.006,0.01,3000,1.5,0.0021081
2.00E+11,0.287,3,0.15,0.175,0.006,0.01,3000,1.5,0.0015669
2.13E+11,0.303,2.4,0.175,0.175,0.006,0.01,3000,1.2,0.00054309
2.40E+11,0.3,1.8,0.2,0.175,0.006,0.01,3000,0.9,0.00016582
2.10E+11,0.29,1.2,0.1,0.2,0.006,0.01,3000,0.6,0.00030975
2.35E+11,0.287,1.2,0.125,0.2,0.006,0.01,3000,0.6,0.00016393
2.00E+11,0.3,3.6,0.125,0.2,0.006,0.01,3000,1.8,0.0039848
2.13E+11,0.313,3,0.15,0.2,0.006,0.01,3000,1.5,0.0013851
2.40E+11,0.29,2.4,0.175,0.2,0.006,0.01,3000,1.2,0.00045118
2.10E+11,0.303,2.4,0.2,0.2,0.006,0.01,3000,1.2,0.00037946
2.35E+11,0.3,1.8,0.1,0.075,0.007,0.01,3000,0.9,0.0012038
2.00E+11,0.29,1.2,0.125,0.075,0.007,0.01,3000,0.6,0.00027108
2.13E+11,0.287,1.2,0.15,0.075,0.007,0.01,3000,0.6,0.00017183
2.40E+11,0.303,3.6,0.15,0.075,0.007,0.01,3000,1.8,0.0037293
2.10E+11,0.313,3,0.175,0.075,0.007,0.01,3000,1.5,0.0018021
2.35E+11,0.29,2.4,0.2,0.075,0.007,0.01,3000,1.2,0.00063082
2.00E+11,0.303,2.4,0.1,0.1,0.007,0.01,3000,1.2,0.0027173
2.13E+11,0.3,1.8,0.125,0.1,0.007,0.01,3000,0.9,0.00065584
2.40E+11,0.313,1.2,0.15,0.1,0.007,0.01,3000,0.6,0.00012773
2.10E+11,0.287,1.2,0.175,0.1,0.007,0.01,3000,0.6,0.0001047
2.35E+11,0.303,3.6,0.175,0.1,0.007,0.01,3000,1.8,0.0021098
2.00E+11,0.313,3,0.2,0.1,0.007,0.01,3000,1.5,0.0010931
2.13E+11,0.29,2.4,0.1,0.125,0.007,0.01,3000,1.2,0.0022638
2.40E+11,0.287,2.4,0.125,0.125,0.007,0.01,3000,1.2,0.0011584
2.10E+11,0.3,1.8,0.15,0.125,0.007,0.01,3000,0.9,0.00038358
2.35E+11,0.313,1.2,0.175,0.125,0.007,0.01,3000,0.6,8.41E-05
2.00E+11,0.287,1.2,0.2,0.125,0.007,0.01,3000,0.6,7.44E-05
2.13E+11,0.303,3.6,0.2,0.125,0.007,0.01,3000,1.8,0.0014452
2.40E+11,0.3,3,0.1,0.15,0.007,0.01,3000,1.5,0.003551
2.10E+11,0.29,2.4,0.125,0.15,0.007,0.01,3000,1.2,0.001203
2.35E+11,0.287,2.4,0.15,0.15,0.007,0.01,3000,1.2,0.00069194
2.00E+11,0.3,1.8,0.175,0.15,0.007,0.01,3000,0.9,0.00025788
2.13E+11,0.313,1.2,0.2,0.15,0.007,0.01,3000,0.6,6.55E-05
2.40E+11,0.29,3.6,0.2,0.15,0.007,0.01,3000,1.8,0.0011163
2.10E+11,0.303,3.6,0.1,0.175,0.007,0.01,3000,1.8,0.0065151
2.35E+11,0.3,3,0.125,0.175,0.007,0.01,3000,1.5,0.001907
2.00E+11,0.29,2.4,0.15,0.175,0.007,0.01,3000,1.2,0.00075155
2.13E+11,0.287,2.4,0.175,0.175,0.007,0.01,3000,1.2,0.00048985
2.40E+11,0.303,1.8,0.2,0.175,0.007,0.01,3000,0.9,0.00014849
2.10E+11,0.313,1.2,0.1,0.2,0.007,0.01,3000,0.6,0.00027867
2.35E+11,0.29,3.6,0.1,0.2,0.007,0.01,3000,1.8,0.0055341
2.00E+11,0.303,3.6,0.125,0.2,0.007,0.01,3000,1.8,0.0036026
2.13E+11,0.3,3,0.15,0.2,0.007,0.01,3000,1.5,0.001252
2.40E+11,0.313,2.4,0.175,0.2,0.007,0.01,3000,1.2,0.00040812
2.10E+11,0.287,2.4,0.2,0.2,0.007,0.01,3000,1.2,0.00034134
2.35E+11,0.303,1.8,0.1,0.075,0.008,0.01,3000,0.9,0.0011033
2.00E+11,0.313,1.2,0.125,0.075,0.008,0.01,3000,0.6,0.00024509
2.13E+11,0.29,3.6,0.125,0.075,0.008,0.01,3000,1.8,0.0056957
2.40E+11,0.287,3.6,0.15,0.075,0.008,0.01,3000,1.8,0.003412
2.10E+11,0.3,3,0.175,0.075,0.008,0.01,3000,1.5,0.0016388
2.35E+11,0.313,2.4,0.2,0.075,0.008,0.01,3000,1.2,0.00056838
2.00E+11,0.287,2.4,0.1,0.1,0.008,0.01,3000,1.2,0.0024963
2.13E+11,0.303,1.8,0.125,0.1,0.008,0.01,3000,0.9,0.00059963
2.40E+11,0.3,1.2,0.15,0.1,0.008,0.01,3000,0.6,0.0001145
2.10E+11,0.29,3.6,0.15,0.1,0.008,0.01,3000,1.8,0.0030343
2.35E+11,0.287,3.6,0.175,0.1,0.008,0.01,3000,1.8,0.0019315
2.00E+11,0.3,3,0.2,0.1,0.008,0.01,3000,1.5,0.00099473
2.13E+11,0.313,2.4,0.1,0.125,0.008,0.01,3000,1.2,0.0020804
2.40E+11,0.29,1.8,0.125,0.125,0.008,0.01,3000,0.9,0.00046681
2.10E+11,0.303,1.8,0.15,0.125,0.008,0.01,3000,0.9,0.0003496
2.35E+11,0.3,1.2,0.175,0.125,0.008,0.01,3000,0.6,7.50E-05
2.00E+11,0.29,3.6,0.175,0.125,0.008,0.01,3000,1.8,0.0018957
2.13E+11,0.287,3.6,0.2,0.125,0.008,0.01,3000,1.8,0.0013222
2.40E+11,0.303,3,0.1,0.15,0.008,0.01,3000,1.5,0.0032589
2.10E+11,0.313,2.4,0.125,0.15,0.008,0.01,3000,1.2,0.0011044
2.35E+11,0.29,1.8,0.15,0.15,0.008,0.01,3000,0.9,0.000283
2.00E+11,0.303,1.8,0.175,0.15,0.008,0.01,3000,0.9,0.00023423
2.13E+11,0.3,1.2,0.2,0.15,0.008,0.01,3000,0.6,5.80E-05
2.40E+11,0.313,3.6,0.2,0.15,0.008,0.01,3000,1.8,0.0010238
2.10E+11,0.287,3.6,0.1,0.175,0.008,0.01,3000,1.8,0.0059694
2.35E+11,0.303,3,0.125,0.175,0.008,0.01,3000,1.5,0.0017493
2.00E+11,0.313,2.4,0.15,0.175,0.008,0.01,3000,1.2,0.00068906
2.13E+11,0.29,1.8,0.175,0.175,0.008,0.01,3000,0.9,0.00020369
2.40E+11,0.287,1.8,0.2,0.175,0.008,0.01,3000,0.9,0.00013402
2.10E+11,0.3,1.2,0.1,0.2,0.008,0.01,3000,0.6,0.00025285
2.35E+11,0.313,3.6,0.1,0.2,0.008,0.01,3000,1.8,0.0050683
2.00E+11,0.287,3.6,0.125,0.2,0.008,0.01,3000,1.8,0.0033008
2.13E+11,0.303,3,0.15,0.2,0.008,0.01,3000,1.5,0.0011475
2.40E+11,0.3,2.4,0.175,0.2,0.008,0.01,3000,1.2,0.00037234
2.10E+11,0.29,1.8,0.2,0.2,0.008,0.01,3000,0.9,0.00014449
2.35E+11,0.287,1.8,0.1,0.075,0.009,0.01,3000,0.9,0.0010184
2.00E+11,0.3,1.2,0.125,0.075,0.009,0.01,3000,0.6,0.00022288
2.13E+11,0.313,3.6,0.125,0.075,0.009,0.01,3000,1.8,0.005268
2.40E+11,0.29,3,0.15,0.075,0.009,0.01,3000,1.5,0.0018246
2.10E+11,0.303,3,0.175,0.075,0.009,0.01,3000,1.5,0.0015022
2.35E+11,0.3,2.4,0.2,0.075,0.009,0.01,3000,1.2,0.00051677
2.00E+11,0.29,1.8,0.1,0.1,0.009,0.01,3000,0.9,0.00099956
2.13E+11,0.287,1.8,0.125,0.1,0.009,0.01,3000,0.9,0.00055214
2.40E+11,0.303,1.2,0.15,0.1,0.009,0.01,3000,0.6,0.00010381
2.10E+11,0.313,3.6,0.15,0.1,0.009,0.01,3000,1.8,0.0028084
2.35E+11,0.29,3,0.175,0.1,0.009,0.01,3000,1.5,0.0010384
2.00E+11,0.303,3,0.2,0.1,0.009,0.01,3000,1.5,0.00091297
2.13E+11,0.3,2.4,0.1,0.125,0.009,0.01,3000,1.2,0.001927
2.40E+11,0.313,1.8,0.125,0.125,0.009,0.01,3000,0.9,0.00043133
2.10E+11,0.287,1.8,0.15,0.125,0.009,0.01,3000,0.9,0.00032084
2.35E+11,0.303,1.2,0.175,0.125,0.009,0.01,3000,0.6,6.76E-05
2.00E+11,0.313,3.6,0.175,0.125,0.009,0.01,3000,1.8,0.0017539
2.13E+11,0.29,3,0.2,0.125,0.009,0.01,3000,1.5,0.00071412
2.40E+11,0.287,3,0.1,0.15,0.009,0.01,3000,1.5,0.0030192
2.10E+11,0.3,2.4,0.125,0.15,0.009,0.01,3000,1.2,0.0010213
2.35E+11,0.313,1.8,0.15,0.15,0.009,0.01,3000,0.9,0.00026086
2.00E+11,0.287,1.8,0.175,0.15,0.009,0.01,3000,0.9,0.00021415
2.13E+11,0.303,1.2,0.2,0.15,0.009,0.01,3000,0.6,5.21E-05
2.40E+11,0.3,3.6,0.2,0.15,0.009,0.01,3000,1.8,0.00094524
2.10E+11,0.29,3,0.1,0.175,0.009,0.01,3000,1.5,0.003231
2.35E+11,0.287,3,0.125,0.175,0.009,0.01,3000,1.5,0.0016192
2.00E+11,0.3,2.4,0.15,0.175,0.009,0.01,3000,1.2,0.00063589
2.13E+11,0.313,1.8,0.175,0.175,0.009,0.01,3000,0.9,0.00018726
2.40E+11,0.29,1.2,0.2,0.175,0.009,0.01,3000,0.6,4.40E-05
2.10E+11,0.303,1.2,0.1,0.2,0.009,0.01,3000,0.6,0.00023249
2.35E+11,0.3,3.6,0.1,0.2,0.009,0.01,3000,1.8,0.0046882
2.00E+11,0.29,3,0.125,0.2,0.009,0.01,3000,1.5,0.0017947
2.13E+11,0.287,3,0.15,0.2,0.009,0.01,3000,1.5,0.0010609
2.40E+11,0.303,2.4,0.175,0.2,0.009,0.01,3000,1.2,0.00034332
2.10E+11,0.313,1.8,0.2,0.2,0.009,0.01,3000,0.9,0.00013248
2.35E+11,0.29,1.2,0.1,0.075,0.01,0.01,3000,0.6,0.00029152
2.00E+11,0.303,1.2,0.125,0.075,0.01,0.01,3000,0.6,0.00020447
2.13E+11,0.3,3.6,0.125,0.075,0.01,0.01,3000,1.8,0.0048982
2.40E+11,0.313,3,0.15,0.075,0.01,0.01,3000,1.5,0.0016896
2.10E+11,0.287,3,0.175,0.075,0.01,0.01,3000,1.5,0.0013859
2.35E+11,0.303,2.4,0.2,0.075,0.01,0.01,3000,1.2,0.00047347
2.00E+11,0.313,1.8,0.1,0.1,0.01,0.01,3000,0.9,0.00093167
2.13E+11,0.29,1.2,0.125,0.1,0.01,0.01,3000,0.6,0.00016253
2.40E+11,0.287,1.2,0.15,0.1,0.01,0.01,3000,0.6,9.47E-05
2.10E+11,0.3,3.6,0.15,0.1,0.01,0.01,3000,1.8,0.0026136
2.35E+11,0.313,3,0.175,0.1,0.01,0.01,3000,1.5,0.000963
2.00E+11,0.287,3,0.2,0.1,0.01,0.01,3000,1.5,0.00084354
2.13E+11,0.303,2.4,0.1,0.125,0.01,0.01,3000,1.2,0.0017988
2.40E+11,0.3,1.8,0.125,0.125,0.01,0.01,3000,0.9,0.00040033
2.10E+11,0.29,1.2,0.15,0.125,0.01,0.01,3000,0.6,9.75E-05
2.35E+11,0.287,1.2,0.175,0.125,0.01,0.01,3000,0.6,6.14E-05
2.00E+11,0.3,3.6,0.175,0.125,0.01,0.01,3000,1.8,0.0016315
2.13E+11,0.313,3,0.2,0.125,0.01,0.01,3000,1.5,0.00066206
2.40E+11,0.29,2.4,0.1,0.15,0.01,0.01,3000,1.2,0.0014655
2.10E+11,0.303,2.4,0.125,0.15,0.01,0.01,3000,1.2,0.00095195
2.35E+11,0.3,1.8,0.15,0.15,0.01,0.01,3000,0.9,0.00024134
2.00E+11,0.29,1.2,0.175,0.15,0.01,0.01,3000,0.6,6.74E-05
2.13E+11,0.287,1.2,0.2,0.15,0.01,0.01,3000,0.6,4.70E-05
2.40E+11,0.303,3.6,0.2,0.15,0.01,0.01,3000,1.8,0.00087893
2.10E+11,0.313,3,0.1,0.175,0.01,0.01,3000,1.5,0.0030181
2.35E+11,0.29,2.4,0.125,0.175,0.01,0.01,3000,1.2,0.00079108
2.00E+11,0.303,2.4,0.15,0.175,0.01,0.01,3000,1.2,0.00059172
2.13E+11,0.3,1.8,0.175,0.175,0.01,0.01,3000,0.9,0.00017265
2.40E+11,0.313,1.2,0.2,0.175,0.01,0.01,3000,0.6,4.02E-05
2.10E+11,0.287,1.2,0.1,0.2,0.01,0.01,3000,0.6,0.00021494
2.35E+11,0.303,3.6,0.1,0.2,0.01,0.01,3000,1.8,0.0043754
2.00E+11,0.313,3,0.125,0.2,0.01,0.01,3000,1.5,0.0016758
2.13E+11,0.29,2.4,0.15,0.2,0.01,0.01,3000,1.2,0.00052218
2.40E+11,0.287,2.4,0.175,0.2,0.01,0.01,3000,1.2,0.00031836
2.10E+11,0.3,1.8,0.2,0.2,0.01,0.01,3000,0.9,0.00012169
2.35E+11,0.313,1.2,0.1,0.075,0.011,0.01,3000,0.6,0.00027127
2.00E+11,0.287,1.2,0.125,0.075,0.011,0.01,3000,0.6,0.00018867
2.13E+11,0.303,3.6,0.125,0.075,0.011,0.01,3000,1.8,0.004576
2.40E+11,0.3,3,0.15,0.075,0.011,0.01,3000,1.5,0.001572
2.10E+11,0.29,2.4,0.175,0.075,0.011,0.01,3000,1.2,0.00065573
2.35E+11,0.287,2.4,0.2,0.075,0.011,0.01,3000,1.2,0.00043673
2.00E+11,0.3,1.8,0.1,0.1,0.011,0.01,3000,0.9,0.00087183
2.13E+11,0.313,1.2,0.125,0.1,0.011,0.01,3000,0.6,0.0001509
2.40E+11,0.29,3.6,0.125,0.1,0.011,0.01,3000,1.8,0.0032678
2.10E+11,0.303,3.6,0.15,0.1,0.011,0.01,3000,1.8,0.0024453
2.35E+11,0.3,3,0.175,0.1,0.011,0.01,3000,1.5,0.00089742
2.00E+11,0.29,2.4,0.2,0.1,0.011,0.01,3000,1.2,0.00040272
2.13E+11,0.287,2.4,0.1,0.125,0.011,0.01,3000,1.2,0.0016877
2.40E+11,0.303,1.8,0.125,0.125,0.011,0.01,3000,0.9,0.0003741
2.10E+11,0.313,1.2,0.15,0.125,0.011,0.01,3000,0.6,9.03E-05
2.35E+11,0.29,3.6,0.15,0.125,0.011,0.01,3000,1.8,0.0018621
2.00E+11,0.303,3.6,0.175,0.125,0.011,0.01,3000,1.8,0.0015264
2.13E+11,0.3,3,0.2,0.125,0.011,0.01,3000,1.5,0.00061674
2.40E+11,0.313,2.4,0.1,0.15,0.011,0.01,3000,1.2,0.001377
2.10E+11,0.287,2.4,0.125,0.15,0.011,0.01,3000,1.2,0.00089174
2.35E+11,0.303,1.8,0.15,0.15,0.011,0.01,3000,0.9,0.00022496
2.00E+11,0.313,1.2,0.175,0.15,0.011,0.01,3000,0.6,6.22E-05
2.13E+11,0.29,3.6,0.175,0.15,0.011,0.01,3000,1.8,0.0012657
2.40E+11,0.287,3.6,0.2,0.15,0.011,0.01,3000,1.8,0.00082137
2.10E+11,0.3,3,0.1,0.175,0.011,0.01,3000,1.5,0.0028341
2.35E+11,0.313,2.4,0.125,0.175,0.011,0.01,3000,1.2,0.00074258
2.00E+11,0.287,2.4,0.15,0.175,0.011,0.01,3000,1.2,0.00055324
2.13E+11,0.303,1.8,0.175,0.175,0.011,0.01,3000,0.9,0.00016049
2.40E+11,0.3,1.2,0.2,0.175,0.011,0.01,3000,0.6,3.66E-05
2.10E+11,0.29,3.6,0.2,0.175,0.011,0.01,3000,1.8,0.00084954
2.35E+11,0.287,3.6,0.1,0.2,0.011,0.01,3000,1.8,0.0041086
2.00E+11,0.3,3,0.125,0.2,0.011,0.01,3000,1.5,0.0015722
2.13E+11,0.313,2.4,0.15,0.2,0.011,0.01,3000,1.2,0.00048956
2.40E+11,0.29,1.8,0.175,0.2,0.011,0.01,3000,0.9,0.00013452
2.10E+11,0.303,1.8,0.2,0.2,0.011,0.01,3000,0.9,0.00011278
2.35E+11,0.3,1.2,0.1,0.075,0.012,0.01,3000,0.6,0.00025319
2.00E+11,0.29,3.6,0.1,0.075,0.012,0.01,3000,1.8,0.0076533
2.13E+11,0.287,3.6,0.125,0.075,0.012,0.01,3000,1.8,0.0042906
2.40E+11,0.303,3,0.15,0.075,0.012,0.01,3000,1.5,0.0014687
2.10E+11,0.313,2.4,0.175,0.075,0.012,0.01,3000,1.2,0.00060963
2.35E+11,0.29,1.8,0.2,0.075,0.012,0.01,3000,0.9,0.00016679
2.00E+11,0.303,1.8,0.1,0.1,0.012,0.01,3000,0.9,0.00082012
2.13E+11,0.3,1.2,0.125,0.1,0.012,0.01,3000,0.6,0.00014045
2.40E+11,0.313,3.6,0.125,0.1,0.012,0.01,3000,1.8,0.0030775
2.10E+11,0.287,3.6,0.15,0.1,0.012,0.01,3000,1.8,0.0022972
2.35E+11,0.303,3,0.175,0.1,0.012,0.01,3000,1.5,0.0008404
2.00E+11,0.313,2.4,0.2,0.1,0.012,0.01,3000,1.2,0.0003753
2.13E+11,0.29,1.8,0.1,0.125,0.012,0.01,3000,0.9,0.00068781
2.40E+11,0.287,1.8,0.125,0.125,0.012,0.01,3000,0.9,0.00035095
2.10E+11,0.3,1.2,0.15,0.125,0.012,0.01,3000,0.6,8.37E-05
2.35E+11,0.313,3.6,0.15,0.125,0.012,0.01,3000,1.8,0.0017538
2.00E+11,0.287,3.6,0.175,0.125,0.012,0.01,3000,1.8,0.0014341
2.13E+11,0.303,3,0.2,0.125,0.012,0.01,3000,1.5,0.00057761
2.40E+11,0.3,2.4,0.1,0.15,0.012,0.01,3000,1.2,0.0012986
2.10E+11,0.29,1.8,0.125,0.15,0.012,0.01,3000,0.9,0.00036737
2.35E+11,0.287,1.8,0.15,0.15,0.012,0.01,3000,0.9,0.00021049
2.00E+11,0.3,1.2,0.175,0.15,0.012,0.01,3000,0.6,5.74E-05
2.13E+11,0.313,3.6,0.175,0.15,0.012,0.01,3000,1.8,0.0011916
2.40E+11,0.29,3,0.2,0.15,0.012,0.01,3000,1.5,0.00045173
2.10E+11,0.303,3,0.1,0.175,0.012,0.01,3000,1.5,0.0026762
2.35E+11,0.3,2.4,0.125,0.175,0.012,0.01,3000,1.2,0.00069925
2.00E+11,0.29,1.8,0.15,0.175,0.012,0.01,3000,0.9,0.00023077
2.13E+11,0.287,1.8,0.175,0.175,0.012,0.01,3000,0.9,0.00014971
2.40E+11,0.303,1.2,0.2,0.175,0.012,0.01,3000,0.6,3.38E-05
2.10E+11,0.313,3.6,0.2,0.175,0.012,0.01,3000,1.8,0.00079933
2.35E+11,0.29,3,0.1,0.2,0.012,0.01,3000,1.5,0.0022664
2.00E+11,0.303,3,0.125,0.2,0.012,0.01,3000,1.5,0.0014835
2.13E+11,0.3,2.4,0.15,0.2,0.012,0.01,3000,1.2,0.00046019
2.40E+11,0.313,1.8,0.175,0.2,0.012,0.01,3000,0.9,0.00012611
2.10E+11,0.287,1.8,0.2,0.2,0.012,0.01,3000,0.9,0.00010488
2.35E+11,0.303,1.2,0.1,0.075,0.006,0.011,3000,0.6,0.00040912
2.00E+11,0.313,3.6,0.1,0.075,0.006,0.011,3000,1.8,0.011626
2.13E+11,0.29,3,0.125,0.075,0.006,0.011,3000,1.5,0.0038548
2.40E+11,0.287,3,0.15,0.075,0.006,0.011,3000,1.5,0.0023279
2.10E+11,0.3,2.4,0.175,0.075,0.006,0.011,3000,1.2,0.0010114
2.35E+11,0.313,1.8,0.2,0.075,0.006,0.011,3000,0.9,0.00030104
2.00E+11,0.287,1.8,0.1,0.1,0.006,0.011,3000,0.9,0.0012655
2.13E+11,0.303,1.2,0.125,0.1,0.006,0.011,3000,0.6,0.00023295
2.40E+11,0.3,3.6,0.125,0.1,0.006,0.011,3000,1.8,0.004668
2.10E+11,0.29,3,0.15,0.1,0.006,0.011,3000,1.5,0.0020642
2.35E+11,0.287,3,0.175,0.1,0.006,0.011,3000,1.5,0.0013228
2.00E+11,0.3,2.4,0.2,0.1,0.006,0.011,3000,1.2,0.00061945
2.13E+11,0.313,1.8,0.1,0.125,0.006,0.011,3000,0.9,0.0010656
2.40E+11,0.29,1.2,0.125,0.125,0.006,0.011,3000,0.6,0.00018478
2.10E+11,0.303,1.2,0.15,0.125,0.006,0.011,3000,0.6,0.00014312
2.35E+11,0.3,3.6,0.15,0.125,0.006,0.011,3000,1.8,0.0026701
2.00E+11,0.29,3,0.175,0.125,0.006,0.011,3000,1.5,0.0012999
2.13E+11,0.287,3,0.2,0.125,0.006,0.011,3000,1.5,0.00091258
2.40E+11,0.303,2.4,0.1,0.15,0.006,0.011,3000,1.2,0.001998
2.10E+11,0.313,1.8,0.125,0.15,0.006,0.011,3000,0.9,0.00057726
2.35E+11,0.29,1.2,0.15,0.15,0.006,0.011,3000,0.6,0.00011805
2.00E+11,0.303,1.2,0.175,0.15,0.006,0.011,3000,0.6,0.00010132
2.13E+11,0.3,3.6,0.175,0.15,0.006,0.011,3000,1.8,0.0018245
2.40E+11,0.313,3,0.2,0.15,0.006,0.011,3000,1.5,0.00070916
2.10E+11,0.287,3,0.1,0.175,0.006,0.011,3000,1.5,0.0041233
2.35E+11,0.303,2.4,0.125,0.175,0.006,0.011,3000,1.2,0.001082
2.00E+11,0.313,1.8,0.15,0.175,0.006,0.011,3000,0.9,0.00036884
2.13E+11,0.29,1.2,0.175,0.175,0.006,0.011,3000,0.6,8.97E-05
2.40E+11,0.287,1.2,0.2,0.175,0.006,0.011,3000,0.6,6.11E-05
2.10E+11,0.3,3.6,0.2,0.175,0.006,0.011,3000,1.8,0.0012322
2.35E+11,0.313,3,0.1,0.2,0.006,0.011,3000,1.5,0.0035228
2.00E+11,0.287,3,0.125,0.2,0.006,0.011,3000,1.5,0.0022871
2.13E+11,0.303,2.4,0.15,0.2,0.006,0.011,3000,1.2,0.00071798
2.40E+11,0.3,1.8,0.175,0.2,0.006,0.011,3000,0.9,0.00020445
2.10E+11,0.29,1.2,0.2,0.2,0.006,0.011,3000,0.6,6.72E-05
2.35E+11,0.287,1.2,0.1,0.075,0.007,0.011,3000,0.6,0.00036925
2.00E+11,0.3,3.6,0.1,0.075,0.007,0.011,3000,1.8,0.010615
2.13E+11,0.313,3,0.125,0.075,0.007,0.011,3000,1.5,0.0035146
2.40E+11,0.29,2.4,0.15,0.075,0.007,0.011,3000,1.2,0.0010957
2.10E+11,0.303,2.4,0.175,0.075,0.007,0.011,3000,1.2,0.00091097
2.35E+11,0.3,1.8,0.2,0.075,0.007,0.011,3000,0.9,0.00026639
2.00E+11,0.29,1.2,0.1,0.1,0.007,0.011,3000,0.6,0.00036834
2.13E+11,0.287,1.2,0.125,0.1,0.007,0.011,3000,0.6,0.00020897
2.40E+11,0.303,3.6,0.125,0.1,0.007,0.011,3000,1.8,0.0042577
2.10E+11,0.313,3,0.15,0.1,0.007,0.011,3000,1.5,0.0018803
2.35E+11,0.29,2.4,0.175,0.1,0.007,0.011,3000,1.2,0.00062843
2.00E+11,0.303,2.4,0.2,0.1,0.007,0.011,3000,1.2,0.0005579
2.13E+11,0.3,1.8,0.1,0.125,0.007,0.011,3000,0.9,0.00096401
2.40E+11,0.313,1.2,0.125,0.125,0.007,0.011,3000,0.6,0.00016672
2.10E+11,0.287,1.2,0.15,0.125,0.007,0.011,3000,0.6,0.0001276
2.35E+11,0.303,3.6,0.15,0.125,0.007,0.011,3000,1.8,0.002432
2.00E+11,0.313,3,0.175,0.125,0.007,0.011,3000,1.5,0.0011824
2.13E+11,0.29,2.4,0.2,0.125,0.007,0.011,3000,1.2,0.00043768
2.40E+11,0.287,2.4,0.1,0.15,0.007,0.011,3000,1.2,0.0018056
2.10E+11,0.3,1.8,0.125,0.15,0.007,0.011,3000,0.9,0.00052097
2.35E+11,0.313,1.2,0.15,0.15,0.007,0.011,3000,0.6,0.00010613
2.00E+11,0.287,1.2,0.175,0.15,0.007,0.011,3000,0.6,8.98E-05
2.13E+11,0.303,3.6,0.175,0.15,0.007,0.011,3000,1.8,0.0016596
2.40E+11,0.3,3,0.2,0.15,0.007,0.011,3000,1.5,0.00064261
2.10E+11,0.29,2.4,0.1,0.175,0.007,0.011,3000,1.2,0.0019425
2.35E+11,0.287,2.4,0.125,0.175,0.007,0.011,3000,1.2,0.00097705
2.00E+11,0.3,1.8,0.15,0.175,0.007,0.011,3000,0.9,0.00033195
2.13E+11,0.313,1.2,0.175,0.175,0.007,0.011,3000,0.6,8.04E-05
2.40E+11,0.29,3.6,0.175,0.175,0.007,0.011,3000,1.8,0.0013404
2.10E+11,0.303,3.6,0.2,0.175,0.007,0.011,3000,1.8,0.0011193
2.35E+11,0.3,3,0.1,0.2,0.007,0.011,3000,1.5,0.0031703
2.00E+11,0.29,2.4,0.125,0.2,0.007,0.011,3000,1.2,0.0010884
2.13E+11,0.287,2.4,0.15,0.2,0.007,0.011,3000,1.2,0.00064756
2.40E+11,0.303,1.8,0.175,0.2,0.007,0.011,3000,0.9,0.00018393
2.10E+11,0.313,1.2,0.2,0.2,0.007,0.011,3000,0.6,6.00E-05
2.35E+11,0.29,3.6,0.2,0.2,0.007,0.011,3000,1.8,0.00092395
2.00E+11,0.303,3.6,0.1,0.075,0.008,0.011,3000,1.8,0.0097884
2.13E+11,0.3,3,0.125,0.075,0.008,0.011,3000,1.5,0.0032306
2.40E+11,0.313,2.4,0.15,0.075,0.008,0.011,3000,1.2,0.0010015
2.10E+11,0.287,2.4,0.175,0.075,0.008,0.011,3000,1.2,0.00082757
2.35E+11,0.303,1.8,0.2,0.075,0.008,0.011,3000,0.9,0.00023831
2.00E+11,0.313,1.2,0.1,0.1,0.008,0.011,3000,0.6,0.00033732
2.13E+11,0.29,3.6,0.1,0.1,0.008,0.011,3000,1.8,0.0075649
2.40E+11,0.287,3.6,0.125,0.1,0.008,0.011,3000,1.8,0.0039222
2.10E+11,0.3,3,0.15,0.1,0.008,0.011,3000,1.5,0.0017272
2.35E+11,0.313,2.4,0.175,0.1,0.008,0.011,3000,1.2,0.0005744
2.00E+11,0.287,2.4,0.2,0.1,0.008,0.011,3000,1.2,0.00050669
2.13E+11,0.303,1.8,0.1,0.125,0.008,0.011,3000,0.9,0.00088428
