E,v,L,w1,w2,t1,t2,P,x,yout
2.10E+11,0.303,1.2,0.175,0.075,0.007,0.008,5500,0.6,0.00022915
2.35E+11,0.3,3.6,0.175,0.075,0.007,0.008,5500,1.8,0.0053508
2.00E+11,0.29,3,0.2,0.075,0.007,0.008,5500,1.5,0.0027564
2.13E+11,0.287,3,0.1,0.1,0.007,0.008,5500,1.5,0.0095846
2.40E+11,0.303,2.4,0.125,0.1,0.007,0.008,5500,1.2,0.0025931
2.10E+11,0.313,1.8,0.15,0.1,0.007,0.008,5500,0.9,0.00085199
2.35E+11,0.29,1.2,0.175,0.1,0.007,0.008,5500,0.6,0.00017395
2.00E+11,0.303,1.2,0.2,0.1,0.007,0.008,5500,0.6,0.00015135
2.13E+11,0.3,3.6,0.2,0.1,0.007,0.008,5500,1.8,0.0034016
2.40E+11,0.313,3,0.1,0.125,0.007,0.008,5500,1.5,0.007526
2.10E+11,0.287,3,0.125,0.125,0.007,0.008,5500,1.5,0.0049455
2.35E+11,0.303,2.4,0.15,0.125,0.007,0.008,5500,1.2,0.0015002
2.00E+11,0.313,1.8,0.175,0.125,0.007,0.008,5500,0.9,0.00054946
2.13E+11,0.29,1.2,0.2,0.125,0.007,0.008,5500,0.6,0.00012923
2.40E+11,0.287,1.2,0.1,0.15,0.007,0.008,5500,0.6,0.00050935
2.10E+11,0.3,3.6,0.1,0.15,0.007,0.008,5500,1.8,0.013502
2.35E+11,0.313,3,0.125,0.15,0.007,0.008,5500,1.5,0.004003
2.00E+11,0.287,3,0.15,0.15,0.007,0.008,5500,1.5,0.003011
2.13E+11,0.303,2.4,0.175,0.15,0.007,0.008,5500,1.2,0.0010378
2.40E+11,0.3,1.8,0.2,0.15,0.007,0.008,5500,0.9,0.00030661
2.10E+11,0.29,1.2,0.1,0.175,0.007,0.008,5500,0.6,0.00055369
2.35E+11,0.287,1.2,0.125,0.175,0.007,0.008,5500,0.6,0.00029255
2.00E+11,0.3,3.6,0.125,0.175,0.007,0.008,5500,1.8,0.0074404
2.13E+11,0.313,3,0.15,0.175,0.007,0.008,5500,1.5,0.0026052
2.40E+11,0.29,2.4,0.175,0.175,0.007,0.008,5500,1.2,0.0008452
2.10E+11,0.303,2.4,0.2,0.175,0.007,0.008,5500,1.2,0.00071039
2.35E+11,0.3,1.8,0.1,0.2,0.007,0.008,5500,0.9,0.0014389
2.00E+11,0.29,1.2,0.125,0.2,0.007,0.008,5500,0.6,0.00033077
2.13E+11,0.287,1.2,0.15,0.2,0.007,0.008,5500,0.6,0.00020625
2.40E+11,0.303,3.6,0.15,0.2,0.007,0.008,5500,1.8,0.0036749
2.10E+11,0.313,3,0.175,0.2,0.007,0.008,5500,1.5,0.0016999
2.35E+11,0.29,2.4,0.2,0.2,0.007,0.008,5500,1.2,0.00059176
2.00E+11,0.303,2.4,0.1,0.075,0.008,0.008,5500,1.2,0.0058426
2.13E+11,0.3,1.8,0.125,0.075,0.008,0.008,5500,0.9,0.0014099
2.40E+11,0.313,1.2,0.15,0.075,0.008,0.008,5500,0.6,0.00025322
2.10E+11,0.287,1.2,0.175,0.075,0.008,0.008,5500,0.6,0.00020122
2.35E+11,0.303,3.6,0.175,0.075,0.008,0.008,5500,1.8,0.0048485
2.00E+11,0.313,3,0.2,0.075,0.008,0.008,5500,1.5,0.0024817
2.13E+11,0.29,2.4,0.1,0.1,0.008,0.008,5500,1.2,0.0045488
2.40E+11,0.287,2.4,0.125,0.1,0.008,0.008,5500,1.2,0.0023672
2.10E+11,0.3,1.8,0.15,0.1,0.008,0.008,5500,0.9,0.00077012
2.35E+11,0.313,1.2,0.175,0.1,0.008,0.008,5500,0.6,0.00015407
2.00E+11,0.287,1.2,0.2,0.1,0.008,0.008,5500,0.6,0.00013214
2.13E+11,0.303,3.6,0.2,0.1,0.008,0.008,5500,1.8,0.0030876
2.40E+11,0.3,3,0.1,0.125,0.008,0.008,5500,1.5,0.0069016
2.10E+11,0.29,2.4,0.125,0.125,0.008,0.008,5500,1.2,0.0023583
2.35E+11,0.287,2.4,0.15,0.125,0.008,0.008,5500,1.2,0.0013663
2.00E+11,0.3,1.8,0.175,0.125,0.008,0.008,5500,0.9,0.00049473
2.13E+11,0.313,1.2,0.2,0.125,0.008,0.008,5500,0.6,0.000114
2.40E+11,0.29,3.6,0.2,0.125,0.008,0.008,5500,1.8,0.002274
2.10E+11,0.303,3.6,0.1,0.15,0.008,0.008,5500,1.8,0.012388
2.35E+11,0.3,3,0.125,0.15,0.008,0.008,5500,1.5,0.0036658
2.00E+11,0.29,2.4,0.15,0.15,0.008,0.008,5500,1.2,0.0014441
2.13E+11,0.287,2.4,0.175,0.15,0.008,0.008,5500,1.2,0.00094263
2.40E+11,0.303,1.8,0.2,0.15,0.008,0.008,5500,0.9,0.00027537
2.10E+11,0.313,1.2,0.1,0.175,0.008,0.008,5500,0.6,0.00050458
2.35E+11,0.29,3.6,0.1,0.175,0.008,0.008,5500,1.8,0.010348
2.00E+11,0.303,3.6,0.125,0.175,0.008,0.008,5500,1.8,0.0068218
2.13E+11,0.3,3,0.15,0.175,0.008,0.008,5500,1.5,0.0023818
2.40E+11,0.313,2.4,0.175,0.175,0.008,0.008,5500,1.2,0.00077038
2.10E+11,0.287,2.4,0.2,0.175,0.008,0.008,5500,1.2,0.00064325
2.35E+11,0.303,1.8,0.1,0.2,0.008,0.008,5500,0.9,0.0013136
2.00E+11,0.313,1.2,0.125,0.2,0.008,0.008,5500,0.6,0.00030022
2.13E+11,0.29,3.6,0.125,0.2,0.008,0.008,5500,1.8,0.0060305
2.40E+11,0.287,3.6,0.15,0.2,0.008,0.008,5500,1.8,0.003364
2.10E+11,0.3,3,0.175,0.2,0.008,0.008,5500,1.5,0.0015512
2.35E+11,0.313,2.4,0.2,0.2,0.008,0.008,5500,1.2,0.00053814
2.00E+11,0.287,2.4,0.1,0.075,0.009,0.008,5500,1.2,0.0053838
2.13E+11,0.303,1.8,0.125,0.075,0.009,0.008,5500,0.9,0.0012899
2.40E+11,0.3,1.2,0.15,0.075,0.009,0.008,5500,0.6,0.00022763
2.10E+11,0.29,3.6,0.15,0.075,0.009,0.008,5500,1.8,0.0069018
2.35E+11,0.287,3.6,0.175,0.075,0.009,0.008,5500,1.8,0.0044308
2.00E+11,0.3,3,0.2,0.075,0.009,0.008,5500,1.5,0.0022565
2.13E+11,0.313,2.4,0.1,0.1,0.009,0.008,5500,1.2,0.0042052
2.40E+11,0.29,1.8,0.125,0.1,0.009,0.008,5500,0.9,0.00094043
2.10E+11,0.303,1.8,0.15,0.1,0.009,0.008,5500,0.9,0.00070348
2.35E+11,0.3,1.2,0.175,0.1,0.009,0.008,5500,0.6,0.00013781
2.00E+11,0.29,3.6,0.175,0.1,0.009,0.008,5500,1.8,0.004036
2.13E+11,0.287,3.6,0.2,0.1,0.009,0.008,5500,1.8,0.0028275
2.40E+11,0.303,3,0.1,0.125,0.009,0.008,5500,1.5,0.0063885
2.10E+11,0.313,2.4,0.125,0.125,0.009,0.008,5500,1.2,0.0021772
2.35E+11,0.29,1.8,0.15,0.125,0.009,0.008,5500,0.9,0.00054872
2.00E+11,0.303,1.8,0.175,0.125,0.009,0.008,5500,0.9,0.00045061
2.13E+11,0.3,1.2,0.2,0.125,0.009,0.008,5500,0.6,0.00010141
2.40E+11,0.313,3.6,0.2,0.125,0.009,0.008,5500,1.8,0.0020892
2.10E+11,0.287,3.6,0.1,0.15,0.009,0.008,5500,1.8,0.011469
2.35E+11,0.303,3,0.125,0.15,0.009,0.008,5500,1.5,0.0033892
2.00E+11,0.313,2.4,0.15,0.15,0.009,0.008,5500,1.2,0.0013309
2.13E+11,0.29,1.8,0.175,0.15,0.009,0.008,5500,0.9,0.00038333
2.40E+11,0.287,1.8,0.2,0.15,0.009,0.008,5500,0.9,0.00024952
2.10E+11,0.3,1.2,0.1,0.175,0.009,0.008,5500,0.6,0.00046225
2.35E+11,0.313,3.6,0.1,0.175,0.009,0.008,5500,1.8,0.0095859
2.00E+11,0.287,3.6,0.125,0.175,0.009,0.008,5500,1.8,0.0063104
2.13E+11,0.303,3,0.15,0.175,0.009,0.008,5500,1.5,0.002199
2.40E+11,0.3,2.4,0.175,0.175,0.009,0.008,5500,1.2,0.00070685
2.10E+11,0.29,1.8,0.2,0.175,0.009,0.008,5500,0.9,0.00026525
2.35E+11,0.287,1.8,0.1,0.2,0.009,0.008,5500,0.9,0.0012102
2.00E+11,0.3,1.2,0.125,0.2,0.009,0.008,5500,0.6,0.00027345
2.13E+11,0.313,3.6,0.125,0.2,0.009,0.008,5500,1.8,0.005584
2.40E+11,0.29,3,0.15,0.2,0.009,0.008,5500,1.5,0.0018293
2.10E+11,0.303,3,0.175,0.2,0.009,0.008,5500,1.5,0.0014298
2.35E+11,0.3,2.4,0.2,0.2,0.009,0.008,5500,1.2,0.00049238
2.00E+11,0.29,1.8,0.1,0.075,0.01,0.008,5500,0.9,0.0021281
2.13E+11,0.287,1.8,0.125,0.075,0.01,0.008,5500,0.9,0.0011884
2.40E+11,0.303,1.2,0.15,0.075,0.01,0.008,5500,0.6,0.00020691
2.10E+11,0.313,3.6,0.15,0.075,0.01,0.008,5500,1.8,0.0063698
2.35E+11,0.29,3,0.175,0.075,0.01,0.008,5500,1.5,0.0023509
2.00E+11,0.303,3,0.2,0.075,0.01,0.008,5500,1.5,0.0020671
2.13E+11,0.3,2.4,0.1,0.1,0.01,0.008,5500,1.2,0.0039105
2.40E+11,0.313,1.8,0.125,0.1,0.01,0.008,5500,0.9,0.00087042
2.10E+11,0.287,1.8,0.15,0.1,0.01,0.008,5500,0.9,0.0006474
2.35E+11,0.303,1.2,0.175,0.1,0.01,0.008,5500,0.6,0.0001249
2.00E+11,0.313,3.6,0.175,0.1,0.01,0.008,5500,1.8,0.0037333
2.13E+11,0.29,3,0.2,0.1,0.01,0.008,5500,1.5,0.0015089
2.40E+11,0.287,3,0.1,0.125,0.01,0.008,5500,1.5,0.005953
2.10E+11,0.3,2.4,0.125,0.125,0.01,0.008,5500,1.2,0.0020216
2.35E+11,0.313,1.8,0.15,0.125,0.01,0.008,5500,0.9,0.0005069
2.00E+11,0.287,1.8,0.175,0.125,0.01,0.008,5500,0.9,0.00041356
2.13E+11,0.303,1.2,0.2,0.125,0.01,0.008,5500,0.6,9.16E-05
2.40E+11,0.3,3.6,0.2,0.125,0.01,0.008,5500,1.8,0.0019322
2.10E+11,0.29,3,0.1,0.15,0.01,0.008,5500,1.5,0.0062387
2.35E+11,0.287,3,0.125,0.15,0.01,0.008,5500,1.5,0.0031542
2.00E+11,0.3,2.4,0.15,0.15,0.01,0.008,5500,1.2,0.0012334
2.13E+11,0.313,1.8,0.175,0.15,0.01,0.008,5500,0.9,0.00035327
2.40E+11,0.29,1.2,0.2,0.15,0.01,0.008,5500,0.6,7.67E-05
2.10E+11,0.303,1.2,0.1,0.175,0.01,0.008,5500,0.6,0.00042789
2.35E+11,0.3,3.6,0.1,0.175,0.01,0.008,5500,1.8,0.0089415
2.00E+11,0.29,3,0.125,0.175,0.01,0.008,5500,1.5,0.0034419
2.13E+11,0.287,3,0.15,0.175,0.01,0.008,5500,1.5,0.0020435
2.40E+11,0.303,2.4,0.175,0.175,0.01,0.008,5500,1.2,0.00065426
2.10E+11,0.313,1.8,0.2,0.175,0.01,0.008,5500,0.9,0.00024382
2.35E+11,0.29,1.2,0.1,0.2,0.01,0.008,5500,0.6,0.0003672
2.00E+11,0.303,1.2,0.125,0.2,0.01,0.008,5500,0.6,0.00025193
2.13E+11,0.3,3.6,0.125,0.2,0.01,0.008,5500,1.8,0.0052042
2.40E+11,0.313,3,0.15,0.2,0.01,0.008,5500,1.5,0.0017034
2.10E+11,0.287,3,0.175,0.2,0.01,0.008,5500,1.5,0.0013265
2.35E+11,0.303,2.4,0.2,0.2,0.01,0.008,5500,1.2,0.00045476
2.00E+11,0.313,1.8,0.1,0.075,0.011,0.008,5500,0.9,0.0019818
2.13E+11,0.29,1.2,0.125,0.075,0.011,0.008,5500,0.6,0.0003315
2.40E+11,0.287,1.2,0.15,0.075,0.011,0.008,5500,0.6,0.00018968
2.10E+11,0.3,3.6,0.15,0.075,0.011,0.008,5500,1.8,0.0059089
2.35E+11,0.313,3,0.175,0.075,0.011,0.008,5500,1.5,0.0021723
2.00E+11,0.287,3,0.2,0.075,0.011,0.008,5500,1.5,0.0019056
2.13E+11,0.303,2.4,0.1,0.1,0.011,0.008,5500,1.2,0.0036578
2.40E+11,0.3,1.8,0.125,0.1,0.011,0.008,5500,0.9,0.0008095
2.10E+11,0.29,1.2,0.15,0.1,0.011,0.008,5500,0.6,0.00018565
2.35E+11,0.287,1.2,0.175,0.1,0.011,0.008,5500,0.6,0.00011417
2.00E+11,0.3,3.6,0.175,0.1,0.011,0.008,5500,1.8,0.0034724
2.13E+11,0.313,3,0.2,0.1,0.011,0.008,5500,1.5,0.0013985
2.40E+11,0.29,2.4,0.1,0.125,0.011,0.008,5500,1.2,0.0028872
2.10E+11,0.303,2.4,0.125,0.125,0.011,0.008,5500,1.2,0.0018891
2.35E+11,0.3,1.8,0.15,0.125,0.011,0.008,5500,0.9,0.00047044
2.00E+11,0.29,1.2,0.175,0.125,0.011,0.008,5500,0.6,0.00012242
2.13E+11,0.287,1.2,0.2,0.125,0.011,0.008,5500,0.6,8.34E-05
2.40E+11,0.303,3.6,0.2,0.125,0.011,0.008,5500,1.8,0.0017983
2.10E+11,0.313,3,0.1,0.15,0.011,0.008,5500,1.5,0.0058553
2.35E+11,0.29,2.4,0.125,0.15,0.011,0.008,5500,1.2,0.0015364
2.00E+11,0.303,2.4,0.15,0.15,0.011,0.008,5500,1.2,0.0011509
2.13E+11,0.3,1.8,0.175,0.15,0.011,0.008,5500,0.9,0.00032697
2.40E+11,0.313,1.2,0.2,0.15,0.011,0.008,5500,0.6,7.03E-05
2.10E+11,0.287,1.2,0.1,0.175,0.011,0.008,5500,0.6,0.00039789
2.35E+11,0.303,3.6,0.1,0.175,0.011,0.008,5500,1.8,0.0083944
2.00E+11,0.313,3,0.125,0.175,0.011,0.008,5500,1.5,0.0032275
2.13E+11,0.29,2.4,0.15,0.175,0.011,0.008,5500,1.2,0.0010005
2.40E+11,0.287,2.4,0.175,0.175,0.011,0.008,5500,1.2,0.00060884
2.10E+11,0.3,1.8,0.2,0.175,0.011,0.008,5500,0.9,0.00022498
2.35E+11,0.313,1.2,0.1,0.2,0.011,0.008,5500,0.6,0.00034313
2.00E+11,0.287,1.2,0.125,0.2,0.011,0.008,5500,0.6,0.00023308
2.13E+11,0.303,3.6,0.125,0.2,0.011,0.008,5500,1.8,0.0048819
2.40E+11,0.3,3,0.15,0.2,0.011,0.008,5500,1.5,0.0015933
2.10E+11,0.29,2.4,0.175,0.2,0.011,0.008,5500,1.2,0.00065325
2.35E+11,0.287,2.4,0.2,0.2,0.011,0.008,5500,1.2,0.00042227
2.00E+11,0.3,1.8,0.1,0.075,0.012,0.008,5500,0.9,0.0018527
2.13E+11,0.313,1.2,0.125,0.075,0.012,0.008,5500,0.6,0.00030761
2.40E+11,0.29,3.6,0.125,0.075,0.012,0.008,5500,1.8,0.0072569
2.10E+11,0.303,3.6,0.15,0.075,0.012,0.008,5500,1.8,0.0055042
2.35E+11,0.3,3,0.175,0.075,0.012,0.008,5500,1.5,0.0020169
2.00E+11,0.29,2.4,0.2,0.075,0.012,0.008,5500,1.2,0.00088905
2.13E+11,0.287,2.4,0.1,0.1,0.012,0.008,5500,1.2,0.003436
2.40E+11,0.303,1.8,0.125,0.1,0.012,0.008,5500,0.9,0.00075718
2.10E+11,0.313,1.2,0.15,0.1,0.012,0.008,5500,0.6,0.00017222
2.35E+11,0.29,3.6,0.15,0.1,0.012,0.008,5500,1.8,0.0039289
2.00E+11,0.303,3.6,0.175,0.1,0.012,0.008,5500,1.8,0.0032453
2.13E+11,0.3,3,0.2,0.1,0.012,0.008,5500,1.5,0.0013031
2.40E+11,0.313,2.4,0.1,0.125,0.012,0.008,5500,1.2,0.0027188
2.10E+11,0.287,2.4,0.125,0.125,0.012,0.008,5500,1.2,0.001773
2.35E+11,0.303,1.8,0.15,0.125,0.012,0.008,5500,0.9,0.00043946
2.00E+11,0.313,1.2,0.175,0.125,0.012,0.008,5500,0.6,0.00011337
2.13E+11,0.29,3.6,0.175,0.125,0.012,0.008,5500,1.8,0.0025819
2.40E+11,0.287,3.6,0.2,0.125,0.012,0.008,5500,1.8,0.0016818
2.10E+11,0.3,3,0.1,0.15,0.012,0.008,5500,1.5,0.0055176
2.35E+11,0.313,2.4,0.125,0.15,0.012,0.008,5500,1.2,0.0014454
2.00E+11,0.287,2.4,0.15,0.15,0.012,0.008,5500,1.2,0.0010787
2.13E+11,0.303,1.8,0.175,0.15,0.012,0.008,5500,0.9,0.00030486
2.40E+11,0.3,1.2,0.2,0.15,0.012,0.008,5500,0.6,6.47E-05
2.10E+11,0.29,3.6,0.2,0.15,0.012,0.008,5500,1.8,0.0016917
2.35E+11,0.287,3.6,0.1,0.175,0.012,0.008,5500,1.8,0.0079171
2.00E+11,0.3,3,0.125,0.175,0.012,0.008,5500,1.5,0.003038
2.13E+11,0.313,2.4,0.15,0.175,0.012,0.008,5500,1.2,0.0009401
2.40E+11,0.29,1.8,0.175,0.175,0.012,0.008,5500,0.9,0.00025218
2.10E+11,0.303,1.8,0.2,0.175,0.012,0.008,5500,0.9,0.00020931
2.35E+11,0.3,1.2,0.1,0.2,0.012,0.008,5500,0.6,0.000321
2.00E+11,0.29,3.6,0.1,0.2,0.012,0.008,5500,1.8,0.0088146
2.13E+11,0.287,3.6,0.125,0.2,0.012,0.008,5500,1.8,0.0046002
2.40E+11,0.303,3,0.15,0.2,0.012,0.008,5500,1.5,0.0014988
2.10E+11,0.313,2.4,0.175,0.2,0.012,0.008,5500,1.2,0.00061303
2.35E+11,0.29,1.8,0.2,0.2,0.012,0.008,5500,0.9,0.00017709
2.00E+11,0.303,1.8,0.1,0.075,0.006,0.009,5500,0.9,0.0029433
2.13E+11,0.3,1.2,0.125,0.075,0.006,0.009,5500,0.6,0.00053392
2.40E+11,0.313,3.6,0.125,0.075,0.006,0.009,5500,1.8,0.011461
2.10E+11,0.287,3.6,0.15,0.075,0.006,0.009,5500,1.8,0.0088879
2.35E+11,0.303,3,0.175,0.075,0.006,0.009,5500,1.5,0.0033685
2.00E+11,0.313,2.4,0.2,0.075,0.006,0.009,5500,1.2,0.0015575
2.13E+11,0.29,1.8,0.1,0.1,0.006,0.009,5500,0.9,0.002302
2.40E+11,0.287,1.8,0.125,0.1,0.006,0.009,5500,0.9,0.0012131
2.10E+11,0.3,1.2,0.15,0.1,0.006,0.009,5500,0.6,0.00030637
2.35E+11,0.313,3.6,0.15,0.1,0.006,0.009,5500,1.8,0.0061562
2.00E+11,0.287,3.6,0.175,0.1,0.006,0.009,5500,1.8,0.0051726
2.13E+11,0.303,3,0.2,0.1,0.006,0.009,5500,1.5,0.0021476
2.40E+11,0.3,2.4,0.1,0.125,0.006,0.009,5500,1.2,0.0041804
2.10E+11,0.29,1.8,0.125,0.125,0.006,0.009,5500,0.9,0.001217
2.35E+11,0.287,1.8,0.15,0.125,0.006,0.009,5500,0.9,0.00071595
2.00E+11,0.3,1.2,0.175,0.125,0.006,0.009,5500,0.6,0.00020794
2.13E+11,0.313,3.6,0.175,0.125,0.006,0.009,5500,1.8,0.0040512
2.40E+11,0.29,3,0.2,0.125,0.006,0.009,5500,1.5,0.0015777
2.10E+11,0.303,3,0.1,0.15,0.006,0.009,5500,1.5,0.008444
2.35E+11,0.3,2.4,0.125,0.15,0.006,0.009,5500,1.2,0.0022421
2.00E+11,0.29,1.8,0.15,0.15,0.006,0.009,5500,0.9,0.00076283
2.13E+11,0.287,1.8,0.175,0.15,0.006,0.009,5500,0.9,0.00050674
2.40E+11,0.303,1.2,0.2,0.15,0.006,0.009,5500,0.6,0.0001226
2.10E+11,0.313,3.6,0.2,0.15,0.006,0.009,5500,1.8,0.0026681
2.35E+11,0.29,3,0.1,0.175,0.006,0.009,5500,1.5,0.0070853
2.00E+11,0.303,3,0.125,0.175,0.006,0.009,5500,1.5,0.0046708
2.13E+11,0.3,2.4,0.15,0.175,0.006,0.009,5500,1.2,0.0014749
2.40E+11,0.313,1.8,0.175,0.175,0.006,0.009,5500,0.9,0.00041845
2.10E+11,0.287,1.8,0.2,0.175,0.006,0.009,5500,0.9,0.00035558
2.35E+11,0.303,1.2,0.1,0.2,0.006,0.009,5500,0.6,0.00051996
2.00E+11,0.313,3.6,0.1,0.2,0.006,0.009,5500,1.8,0.013557
2.13E+11,0.29,3,0.125,0.2,0.006,0.009,5500,1.5,0.0041445
2.40E+11,0.287,3,0.15,0.2,0.006,0.009,5500,1.5,0.0023177
2.10E+11,0.3,2.4,0.175,0.2,0.006,0.009,5500,1.2,0.00097453
2.35E+11,0.313,1.8,0.2,0.2,0.006,0.009,5500,0.9,0.00030078
2.00E+11,0.287,1.8,0.1,0.075,0.007,0.009,5500,0.9,0.0026627
2.13E+11,0.303,1.2,0.125,0.075,0.007,0.009,5500,0.6,0.00047516
2.40E+11,0.3,3.6,0.125,0.075,0.007,0.009,5500,1.8,0.010397
2.10E+11,0.29,3,0.15,0.075,0.007,0.009,5500,1.5,0.0046699
2.35E+11,0.287,3,0.175,0.075,0.007,0.009,5500,1.5,0.0030235
2.00E+11,0.3,2.4,0.2,0.075,0.007,0.009,5500,1.2,0.0013827
2.13E+11,0.313,1.8,0.1,0.1,0.007,0.009,5500,0.9,0.0020868
2.40E+11,0.29,1.2,0.125,0.1,0.007,0.009,5500,0.6,0.00035403
2.10E+11,0.303,1.2,0.15,0.1,0.007,0.009,5500,0.6,0.00027117
2.35E+11,0.3,3.6,0.15,0.1,0.007,0.009,5500,1.8,0.0055825
2.00E+11,0.29,3,0.175,0.1,0.007,0.009,5500,1.5,0.0027322
2.13E+11,0.287,3,0.2,0.1,0.007,0.009,5500,1.5,0.0019286
2.40E+11,0.303,2.4,0.1,0.125,0.007,0.009,5500,1.2,0.0037889
2.10E+11,0.313,1.8,0.125,0.125,0.007,0.009,5500,0.9,0.0011004
2.35E+11,0.29,1.2,0.15,0.125,0.007,0.009,5500,0.6,0.00021663
2.00E+11,0.303,1.2,0.175,0.125,0.007,0.009,5500,0.6,0.000183
2.13E+11,0.3,3.6,0.175,0.125,0.007,0.009,5500,1.8,0.0036691
2.40E+11,0.313,3,0.2,0.125,0.007,0.009,5500,1.5,0.0014231
2.10E+11,0.287,3,0.1,0.15,0.007,0.009,5500,1.5,0.0076415
2.35E+11,0.303,2.4,0.125,0.15,0.007,0.009,5500,1.2,0.0020292
2.00E+11,0.313,1.8,0.15,0.15,0.007,0.009,5500,0.9,0.00068779
2.13E+11,0.29,1.2,0.175,0.15,0.007,0.009,5500,0.6,0.00015938
2.40E+11,0.287,1.2,0.2,0.15,0.007,0.009,5500,0.6,0.0001068
2.10E+11,0.3,3.6,0.2,0.15,0.007,0.009,5500,1.8,0.0024127
2.35E+11,0.313,3,0.1,0.175,0.007,0.009,5500,1.5,0.0064078
2.00E+11,0.287,3,0.125,0.175,0.007,0.009,5500,1.5,0.0042242
2.13E+11,0.303,2.4,0.15,0.175,0.007,0.009,5500,1.2,0.0013324
2.40E+11,0.3,1.8,0.175,0.175,0.007,0.009,5500,0.9,0.00037425
2.10E+11,0.29,1.2,0.2,0.175,0.007,0.009,5500,0.6,0.00011636
2.35E+11,0.287,1.2,0.1,0.2,0.007,0.009,5500,0.6,0.00046464
2.00E+11,0.3,3.6,0.1,0.2,0.007,0.009,5500,1.8,0.012227
2.13E+11,0.313,3,0.125,0.2,0.007,0.009,5500,1.5,0.0037492
2.40E+11,0.29,2.4,0.15,0.2,0.007,0.009,5500,1.2,0.0011115
2.10E+11,0.303,2.4,0.175,0.2,0.007,0.009,5500,1.2,0.00087853
2.35E+11,0.3,1.8,0.2,0.2,0.007,0.009,5500,0.9,0.00026787
2.00E+11,0.29,1.2,0.1,0.075,0.008,0.009,5500,0.6,0.00075504
2.13E+11,0.287,1.2,0.125,0.075,0.008,0.009,5500,0.6,0.00042702
2.40E+11,0.303,3.6,0.125,0.075,0.008,0.009,5500,1.8,0.0095226
2.10E+11,0.313,3,0.15,0.075,0.008,0.009,5500,1.5,0.0042555
2.35E+11,0.29,2.4,0.175,0.075,0.008,0.009,5500,1.2,0.0014064
2.00E+11,0.303,2.4,0.2,0.075,0.008,0.009,5500,1.2,0.0012425
2.13E+11,0.3,1.8,0.1,0.1,0.008,0.009,5500,0.9,0.0019094
2.40E+11,0.313,1.2,0.125,0.1,0.008,0.009,5500,0.6,0.00032061
2.10E+11,0.287,1.2,0.15,0.1,0.008,0.009,5500,0.6,0.00024226
2.35E+11,0.303,3.6,0.15,0.1,0.008,0.009,5500,1.8,0.0051141
2.00E+11,0.313,3,0.175,0.1,0.008,0.009,5500,1.5,0.0024915
2.13E+11,0.29,2.4,0.2,0.1,0.008,0.009,5500,1.2,0.00090583
2.40E+11,0.287,2.4,0.1,0.125,0.008,0.009,5500,1.2,0.0034739
2.10E+11,0.3,1.8,0.125,0.125,0.008,0.009,5500,0.9,0.0010035
2.35E+11,0.313,1.2,0.15,0.125,0.008,0.009,5500,0.6,0.00019524
2.00E+11,0.287,1.2,0.175,0.125,0.008,0.009,5500,0.6,0.00016242
2.13E+11,0.303,3.6,0.175,0.125,0.008,0.009,5500,1.8,0.0033587
2.40E+11,0.3,3,0.2,0.125,0.008,0.009,5500,1.5,0.001295
2.10E+11,0.29,2.4,0.1,0.15,0.008,0.009,5500,1.2,0.0036475
2.35E+11,0.287,2.4,0.125,0.15,0.008,0.009,5500,1.2,0.001857
2.00E+11,0.3,1.8,0.15,0.15,0.008,0.009,5500,0.9,0.00062487
2.13E+11,0.313,1.2,0.175,0.15,0.008,0.009,5500,0.6,0.00014296
2.40E+11,0.29,3.6,0.175,0.15,0.008,0.009,5500,1.8,0.0026261
2.10E+11,0.303,3.6,0.2,0.15,0.008,0.009,5500,1.8,0.002206
2.35E+11,0.3,3,0.1,0.175,0.008,0.009,5500,1.5,0.0058691
2.00E+11,0.29,2.4,0.125,0.175,0.008,0.009,5500,1.2,0.0020309
2.13E+11,0.287,2.4,0.15,0.175,0.008,0.009,5500,1.2,0.0012166
2.40E+11,0.303,1.8,0.175,0.175,0.008,0.009,5500,0.9,0.00033935
2.10E+11,0.313,1.2,0.2,0.175,0.008,0.009,5500,0.6,0.00010389
2.35E+11,0.29,3.6,0.2,0.175,0.008,0.009,5500,1.8,0.0017801
2.00E+11,0.303,3.6,0.1,0.2,0.008,0.009,5500,1.8,0.011196
2.13E+11,0.3,3,0.125,0.2,0.008,0.009,5500,1.5,0.0034321
2.40E+11,0.313,2.4,0.15,0.2,0.008,0.009,5500,1.2,0.0010176
2.10E+11,0.287,2.4,0.175,0.2,0.008,0.009,5500,1.2,0.00080013
2.35E+11,0.303,1.8,0.2,0.2,0.008,0.009,5500,0.9,0.00024198
2.00E+11,0.313,1.2,0.1,0.075,0.009,0.009,5500,0.6,0.00069252
2.13E+11,0.29,3.6,0.1,0.075,0.009,0.009,5500,1.8,0.016457
2.40E+11,0.287,3.6,0.125,0.075,0.009,0.009,5500,1.8,0.0087842
2.10E+11,0.3,3,0.15,0.075,0.009,0.009,5500,1.5,0.0039068
2.35E+11,0.313,2.4,0.175,0.075,0.009,0.009,5500,1.2,0.0012824
2.00E+11,0.287,2.4,0.2,0.075,0.009,0.009,5500,1.2,0.0011279
2.13E+11,0.303,1.8,0.1,0.1,0.009,0.009,5500,0.9,0.0017635
2.40E+11,0.3,1.2,0.125,0.1,0.009,0.009,5500,0.6,0.00029191
2.10E+11,0.29,3.6,0.125,0.1,0.009,0.009,5500,1.8,0.0080423
